Title,Publication Title,Volume,Issue,DOI,Authors,Publication Year,URL,Type,Abstract,Keywords
Digital Transformation of the Country's Economic Space: Innovation in Economics and Trends,Digital Technologies in the New Socio-Economic Reality,,,10.1007/978-3-030-83175-2_76,E. E. DozhdevaP. S. FranchyzenkoN. N. Nikolashina,2022,http://link.springer.com/chapter/10.1007/978-3-030-83175-2_76,Chapter,,
Ethical Challenges for Healthcare Practices at the End of Life: Interdisciplinary Perspectives,Philosophy and Medicine,,,10.1007/978-3-030-83186-8,Anna-Henrikje SeidleinProf. Dr. Dr. Sabine Salloch,2022,http://link.springer.com/book/10.1007/978-3-030-83186-8,Book,,
Introduction,Ethical Challenges for Healthcare Practices at the End of Life: Interdisciplinary Perspectives,,,10.1007/978-3-030-83186-8_1,Anna-Henrikje SeidleinSabine Salloch,2022,http://link.springer.com/chapter/10.1007/978-3-030-83186-8_1,Chapter,,
Maltese Perspectives on Breaking Bad News in Cancer: An Assessment of Patients’ Preferences,Ethical Challenges for Healthcare Practices at the End of Life: Interdisciplinary Perspectives,,,10.1007/978-3-030-83186-8_10,Joëlle AzzopardiDorothy Galea GauciPatricia A. ParkerNeville CallejaJeff A. SloanRaymond Zammit,2022,http://link.springer.com/chapter/10.1007/978-3-030-83186-8_10,Chapter,,
Socio-economic Position and Access to Specialist Palliative Care: Evidence from the UK,Ethical Challenges for Healthcare Practices at the End of Life: Interdisciplinary Perspectives,,,10.1007/978-3-030-83186-8_11,Maddy French,2022,http://link.springer.com/chapter/10.1007/978-3-030-83186-8_11,Chapter,,
Professional Nurses’ Role in End-of-Life Care. Ethical Reflections on Patient-Nurse Interaction and Nurses’ Decision-Making in Breathlessness Situations,Ethical Challenges for Healthcare Practices at the End of Life: Interdisciplinary Perspectives,,,10.1007/978-3-030-83186-8_12,Christine DungerMartin W. Schnell,2022,http://link.springer.com/chapter/10.1007/978-3-030-83186-8_12,Chapter,,
Ethics and (Inter-)Professionalism in Health Care at the End of Life: A Position Paper,Ethical Challenges for Healthcare Practices at the End of Life: Interdisciplinary Perspectives,,,10.1007/978-3-030-83186-8_13,Joëlle AzzopardiElodie Camier-LemoineMaddy FrenchGuilherme GryschekMara KaiserEva KuhnNatalia KyrtataBradley LonerganAndreas MuesChristopher PoppeSabine SallochAnna-Henrikje SeidleinRoland SimonAnne Volmering-DierkesHenrike Voß,2022,http://link.springer.com/chapter/10.1007/978-3-030-83186-8_13,Chapter,,
Palliative Care Between Certainty and Uncertainty. Which Philosophy of Death at the End of Life?,Ethical Challenges for Healthcare Practices at the End of Life: Interdisciplinary Perspectives,,,10.1007/978-3-030-83186-8_2,Elodie Camier-Lemoine,2022,http://link.springer.com/chapter/10.1007/978-3-030-83186-8_2,Chapter,,
An Ethical Discussion of (Un-)Certainty at the End of Life: Exemplification by Means of Continuous Deep Sedation and Advance Directives,Ethical Challenges for Healthcare Practices at the End of Life: Interdisciplinary Perspectives,,,10.1007/978-3-030-83186-8_3,Eva KuhnElodie Camier-LemoineBradley LonerganChristine Dunger,2022,http://link.springer.com/chapter/10.1007/978-3-030-83186-8_3,Chapter,,
Why Me? – The Concept of Physicians’ Spiritual Self-Care: A Contribution to Professional and Organisational Ethics,Ethical Challenges for Healthcare Practices at the End of Life: Interdisciplinary Perspectives,,,10.1007/978-3-030-83186-8_4,Eva Kuhn,2022,http://link.springer.com/chapter/10.1007/978-3-030-83186-8_4,Chapter,,
The Role of Time in End-of-Life Decision-Making at the Intensive Care Unit in France and Germany: Qualitative-Empirical Data and Ethical Reflection,Ethical Challenges for Healthcare Practices at the End of Life: Interdisciplinary Perspectives,,,10.1007/978-3-030-83186-8_5,Anna-Henrikje SeidleinSabine SallochMarta Spranzi,2022,http://link.springer.com/chapter/10.1007/978-3-030-83186-8_5,Chapter,,
Brazilian Medical Professional Ethics in Palliative and End-of-Life Care – Advances and Expectancies,Ethical Challenges for Healthcare Practices at the End of Life: Interdisciplinary Perspectives,,,10.1007/978-3-030-83186-8_6,Guilherme Gryschek,2022,http://link.springer.com/chapter/10.1007/978-3-030-83186-8_6,Chapter,,
Should the Family Be Allowed to Override a Patient’s Decision to Become an Organ Donor after Death?,Ethical Challenges for Healthcare Practices at the End of Life: Interdisciplinary Perspectives,,,10.1007/978-3-030-83186-8_7,Natalia Kyrtata,2022,http://link.springer.com/chapter/10.1007/978-3-030-83186-8_7,Chapter,,
Comparison of Self-Assessed Competencies Regarding End-of-Life Ethics between Physicians and Nursing Staff,Ethical Challenges for Healthcare Practices at the End of Life: Interdisciplinary Perspectives,,,10.1007/978-3-030-83186-8_8,Andreas MuesTobias WeiseAxel Ekkernkamp,2022,http://link.springer.com/chapter/10.1007/978-3-030-83186-8_8,Chapter,,
"Blurring Boundaries at the End of Life in Home Care: A Look at Germany, Switzerland and the United Kingdom in the Light of Care Ethics",Ethical Challenges for Healthcare Practices at the End of Life: Interdisciplinary Perspectives,,,10.1007/978-3-030-83186-8_9,Mara KaiserEva KuhnChristopher PoppeHenrike Voß,2022,http://link.springer.com/chapter/10.1007/978-3-030-83186-8_9,Chapter,,
Political Branding in Turbulent times,Palgrave Studies in Political Marketing and Management,,,10.1007/978-3-030-83229-2,Mona Moufahim,2022,http://link.springer.com/book/10.1007/978-3-030-83229-2,Book,,
The Ethical Challenges at the Heart of Political Branding,Political Branding in Turbulent times,,,10.1007/978-3-030-83229-2_9,Darren LillekerMona Moufahim,2022,http://link.springer.com/chapter/10.1007/978-3-030-83229-2_9,Chapter,,
Academic Integrity in Canada,Ethics and Integrity in Educational Contexts,,,10.1007/978-3-030-83255-1,Sarah Elaine EatonJulia Christensen Hughes,2022,http://link.springer.com/book/10.1007/978-3-030-83255-1,Book,,
Applied Social Marketing and Quality of Life,Applying Quality of Life Research,,,10.1007/978-3-030-83286-5,M. Mercedes Galan-LaderoProf. Reynaldo G. Rivera,2021,http://link.springer.com/book/10.1007/978-3-030-83286-5,Book,,
Theoretical Background: Social Marketing and Quality of Life,Applied Social Marketing and Quality of Life,,,10.1007/978-3-030-83286-5_1,Helena AlvesM. Mercedes Galan-LaderoReynaldo G. Rivera,2021,http://link.springer.com/chapter/10.1007/978-3-030-83286-5_1,Chapter,,
Explainable Artificial Intelligence: An Introduction to Interpretable Machine Learning,,,,10.1007/978-3-030-83356-5,Dr. Uday KamathDr. John Liu,2021,http://link.springer.com/book/10.1007/978-3-030-83356-5,Book,,
Introduction to Interpretability and Explainability,Explainable Artificial Intelligence: An Introduction to Interpretable Machine Learning,,,10.1007/978-3-030-83356-5_1,Uday KamathJohn Liu,2021,http://link.springer.com/chapter/10.1007/978-3-030-83356-5_1,Chapter,,
Beyond Smart Cities,,,,10.1007/978-3-030-83371-8,José A. Ondiviela,2021,http://link.springer.com/book/10.1007/978-3-030-83371-8,Book,,
Cities in the XXI Century. Main Challenges Technology Tackles,Beyond Smart Cities,,,10.1007/978-3-030-83371-8_2,José A. Ondiviela,2021,http://link.springer.com/chapter/10.1007/978-3-030-83371-8_2,Chapter,,
Perinatology,,,,10.1007/978-3-030-83434-0,Renato Augusto Moreira de SáEduardo Borges da Fonseca,2022,http://link.springer.com/book/10.1007/978-3-030-83434-0,Book,,
Professional Ethics in the Clinical Practice of Perinatal Medicine,Perinatology,,,10.1007/978-3-030-83434-0_2,Frank A. ChervenakLaurence B. McCullough,2022,http://link.springer.com/chapter/10.1007/978-3-030-83434-0_2,Chapter,,
"Digital Holocaust Memory, Education and Research",,,,10.1007/978-3-030-83496-8,Victoria Grace Walden,2021,http://link.springer.com/book/10.1007/978-3-030-83496-8,Book,,
Visualising Evidence and Landscapes of Atrocities: An Ethical Perspective,"Digital Holocaust Memory, Education and Research",,,10.1007/978-3-030-83496-8_6,Janos KertiCaroline Sturdy CollsRuth Swetnam,2021,http://link.springer.com/chapter/10.1007/978-3-030-83496-8_6,Chapter,,
"Text, Speech, and Dialogue",Lecture Notes in Computer Science,,,10.1007/978-3-030-83527-9,Kamil EkšteinFrantišek PártlMiloslav Konopík,2021,http://link.springer.com/book/10.1007/978-3-030-83527-9,Book,,
The Great Promise of Educational Technology,"New Frontiers in Education, Culture, and Politics",,,10.1007/978-3-030-83613-9,Dr. Dan Mamlok,2021,http://link.springer.com/book/10.1007/978-3-030-83613-9,Book,,
Why Do We Have to Worry About Globalization at All?,The Great Promise of Educational Technology,,,10.1007/978-3-030-83613-9_2,Dan Mamlok,2021,http://link.springer.com/chapter/10.1007/978-3-030-83613-9_2,Chapter,,
Handbook of Artificial  Intelligence in Healthcare,Intelligent Systems Reference Library,,,10.1007/978-3-030-83620-7,Prof. Dr. Chee-Peng LimProf. Dr. Yen-Wei ChenDr. Ashlesha VaidyaDr. Charu MahorkarProf. Dr. Lakhmi C. Jain,2022,http://link.springer.com/book/10.1007/978-3-030-83620-7,Book,,
Textbook of Acute Trauma Care,,,,10.1007/978-3-030-83628-3,Peter Lax,2022,http://link.springer.com/book/10.1007/978-3-030-83628-3,Book,,
Legal and Ethical Issues in Trauma Care,Textbook of Acute Trauma Care,,,10.1007/978-3-030-83628-3_3,M. D. Dominic Bell,2022,http://link.springer.com/chapter/10.1007/978-3-030-83628-3_3,Chapter,,
Foundation of Ethics-Based Practices,Annals of Theoretical Psychology,,,10.1007/978-3-030-83666-5,Dr. Birthe Loa KnizekDr. Sven Hroar Klempe,2021,http://link.springer.com/book/10.1007/978-3-030-83666-5,Book,,
Overview of the Volume,Foundation of Ethics-Based Practices,,,10.1007/978-3-030-83666-5_1,Birthe Loa Knizek,2021,http://link.springer.com/chapter/10.1007/978-3-030-83666-5_1,Chapter,,
Afterword,Foundation of Ethics-Based Practices,,,10.1007/978-3-030-83666-5_14,Birthe Loa Knizek,2021,http://link.springer.com/chapter/10.1007/978-3-030-83666-5_14,Chapter,,
Inherent Risks of the Construction of High-Risk Individuals in Diabetes Treatment and Prevention: An Ethical Challenge,Foundation of Ethics-Based Practices,,,10.1007/978-3-030-83666-5_4,John-Arne Skolbekken,2021,http://link.springer.com/chapter/10.1007/978-3-030-83666-5_4,Chapter,,
Policing in Smart Societies,Palgrave's Critical Policing Studies,,,10.1007/978-3-030-83685-6,Prof. Antoinette VerhageProf. Marleen EastonProf. Dr. Sofie De Kimpe,2022,http://link.springer.com/book/10.1007/978-3-030-83685-6,Book,,
The Palgrave Handbook of Gendered Violence and Technology,,,,10.1007/978-3-030-83734-1,Dr. Anastasia PowellDr. Asher FlynnDr. Lisa Sugiura,2021,http://link.springer.com/book/10.1007/978-3-030-83734-1,Book,,
Digital Cultural Transformation,"Innovation, Technology, and Knowledge Management",,,10.1007/978-3-030-83803-4,Prof. Donatella Padua,2021,http://link.springer.com/book/10.1007/978-3-030-83803-4,Book,,
The Digital Transformation Social Mindset,Digital Cultural Transformation,,,10.1007/978-3-030-83803-4_3,Donatella Padua,2021,http://link.springer.com/chapter/10.1007/978-3-030-83803-4_3,Chapter,,
Global Cardiac Surgery Capacity Development in Low and Middle Income Countries,Sustainable Development Goals Series,,,10.1007/978-3-030-83864-5,Jacques Kpodonu,2022,http://link.springer.com/book/10.1007/978-3-030-83864-5,Book,,
Role of Humanitarian Cardiac Surgery Missions in Developing the Next Generation of Global Surgeons,Global Cardiac Surgery Capacity Development in Low and Middle Income Countries,,,10.1007/978-3-030-83864-5_16,Parth PatelZachary EnumahPercy Boateng,2022,http://link.springer.com/chapter/10.1007/978-3-030-83864-5_16,Chapter,,
The Role of Technology and Innovation,Global Cardiac Surgery Capacity Development in Low and Middle Income Countries,,,10.1007/978-3-030-83864-5_32,Benjamin WalkerVigneshwar VeerappanJean Nehme,2022,http://link.springer.com/chapter/10.1007/978-3-030-83864-5_32,Chapter,,
"Computer Safety, Reliability, and Security. SAFECOMP 2021 Workshops",Lecture Notes in Computer Science,,,10.1007/978-3-030-83906-2,Ibrahim HabliMark SujanDr. Simos GerasimouErwin SchoitschFriedemann Bitsch,2021,http://link.springer.com/book/10.1007/978-3-030-83906-2,Book,,
Machine Learning and Knowledge Extraction,Lecture Notes in Computer Science,,,10.1007/978-3-030-84060-0,Andreas HolzingerPeter KiesebergProf. A Min TjoaEdgar Weippl,2021,http://link.springer.com/book/10.1007/978-3-030-84060-0,Book,,
Information and Communication Technologies for Agriculture—Theme IV: Actions,Springer Optimization and Its Applications,,,10.1007/978-3-030-84156-0,Dionysis D. BochtisSimon PearsonMaria LampridiVasso MarinoudiPanos M. Pardalos,2021,http://link.springer.com/book/10.1007/978-3-030-84156-0,Book,,
The Moral Organization,,,,10.1007/978-3-030-84175-1,Naomi EllemersDick de Gilder,2022,http://link.springer.com/book/10.1007/978-3-030-84175-1,Book,,
Social Identity at Work,The Moral Organization,,,10.1007/978-3-030-84175-1_2,Naomi EllemersDick de Gilder,2022,http://link.springer.com/chapter/10.1007/978-3-030-84175-1_2,Chapter,,
Parenting and Couple Relationships Among LGBTQ+ People in Diverse Contexts,,,,10.1007/978-3-030-84189-8,Prof. Dr. Normanda Araujo de MoraisDr. Fabio Scorsolini-CominProf. Dr. Elder Cerqueira-Santos,2021,http://link.springer.com/book/10.1007/978-3-030-84189-8,Book,,
“I Want to Have Children Too”: Reproductive Motivations and Decisions in the LGBTQ+ Community,Parenting and Couple Relationships Among LGBTQ+ People in Diverse Contexts,,,10.1007/978-3-030-84189-8_13,Giuliana Violeta Vásquez VarasLaila Pires Ferreira AkermanJuliane Callegaro Borsa,2021,http://link.springer.com/chapter/10.1007/978-3-030-84189-8_13,Chapter,,
Elders’ Cultural Knowledges and the Question of Black/ African Indigeneity in Education,Critical Studies of Education,,,10.1007/978-3-030-84201-7,George J. Sefa DeiWambui KaranjaGrace Erger,2022,http://link.springer.com/book/10.1007/978-3-030-84201-7,Book,,
Articulating the Epistemic Challenge,Elders’ Cultural Knowledges and the Question of Black/ African Indigeneity in Education,,,10.1007/978-3-030-84201-7_2,George J. Sefa DeiWambui KaranjaGrace Erger,2022,http://link.springer.com/chapter/10.1007/978-3-030-84201-7_2,Chapter,,
"Handbook of Smart Materials, Technologies, and Devices",,,,10.1007/978-3-030-84205-5,Chaudhery Mustansar HussainPaolo Di Sia,2022,http://link.springer.com/referencework/10.1007/978-3-030-84205-5,ReferenceWork,,
Big Data Analytics and Advanced Technologies for Sustainable Agriculture,"Handbook of Smart Materials, Technologies, and Devices",,,10.1007/978-3-030-84205-5_82,Rubab Zahra NaqviMuhammad FarooqSyed Ali Asad NaqviHamid Anees SiddiquiImran AminMuhammad AsifShahid Mansoor,2022,http://link.springer.com/referenceworkentry/10.1007/978-3-030-84205-5_82,ReferenceWorkEntry,,
Co-Creativity and Engaged Scholarship,,,,10.1007/978-3-030-84248-2,Dr. Alex Franklin,2022,http://link.springer.com/book/10.1007/978-3-030-84248-2,Book,,
Research and Innovation Forum 2021,Springer Proceedings in Complexity,,,10.1007/978-3-030-84311-3,Prof. Anna VisviziOrlando TroisiDr. Kawther Saeedi,2021,http://link.springer.com/book/10.1007/978-3-030-84311-3,Book,,
Serving Science and Serving Justice: Ethical Issues Faced by Forensic Linguists in Their Role as Expert Witnesses,Language as Evidence,,,10.1007/978-3-030-84330-4_2,Janet Ainsworth,2022,http://link.springer.com/chapter/10.1007/978-3-030-84330-4_2,Chapter,,
Educational Perspectives on Mediality and Subjectivation,Palgrave Studies in Educational Media,,,10.1007/978-3-030-84343-4,Prof. Patrick Bettinger,2022,http://link.springer.com/book/10.1007/978-3-030-84343-4,Book,,
School of Data and Shifting Forms of Political Subjectivity,Educational Perspectives on Mediality and Subjectivation,,,10.1007/978-3-030-84343-4_3,Valentin DanderFelicitas Macgilchrist,2022,http://link.springer.com/chapter/10.1007/978-3-030-84343-4_3,Chapter,,
"The Law and Ethics of Freedom of Thought, Volume 1","Palgrave Studies in Law, Neuroscience, and Human Behavior",,,10.1007/978-3-030-84494-3,Prof. Marc Jonathan BlitzDr. Jan Christoph Bublitz,2021,http://link.springer.com/book/10.1007/978-3-030-84494-3,Book,,
Continental Philosophy of Technoscience,Philosophy of Engineering and Technology,,,10.1007/978-3-030-84570-4,Hub Zwart,2022,http://link.springer.com/book/10.1007/978-3-030-84570-4,Book,,
Difficult Decisions in Surgical Ethics,Difficult Decisions in Surgery: An Evidence-Based Approach,,,10.1007/978-3-030-84625-1,Vassyl A. LonchynaPeggy KelleyPeter Angelos,2022,http://link.springer.com/book/10.1007/978-3-030-84625-1,Book,,
Surgical Empathy,Difficult Decisions in Surgical Ethics,,,10.1007/978-3-030-84625-1_10,Erin FennernMalini D. Sur,2022,http://link.springer.com/chapter/10.1007/978-3-030-84625-1_10,Chapter,,
Teaching Surgical Ethics,Difficult Decisions in Surgical Ethics,,,10.1007/978-3-030-84625-1_11,"Elisheva T. A. NemetzSabha Ganai MD, PhDKaren Devon M.D.C.M.",2022,http://link.springer.com/chapter/10.1007/978-3-030-84625-1_11,Chapter,,
